comment_id,video_id,channel_name,author_channel_id,comunidad_video,n_palabras_lexico,score_sentimiento,clase_sentimiento,contiene_negador
Ugx74OPnWkWaFjpFuA94AaABAg.A7ki-1ED5b2A7nIcG2_svP,n8iP75gIpmw,Quorum,UCFjudnPLoaSL1BaRuLahyHg,1,1,1.5,positivo,False
Ugx7Gvgflw7nQKqoR094AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCFOxCyF926Y9eHhMeVoWLzw,5,3,1.6666666666666667,positivo,False
Ugx7ezRwB-DpY3VQt754AaABAg,n8iP75gIpmw,Quorum,UC5H8ASmMC9WrURmzeB4ySog,1,1,-1.0,negativo,True
Ugx7j6oWhgfonHPJCdR4AaABAg,n8iP75gIpmw,Quorum,UC72gBAtyb_VXQlYDcFrh6oQ,1,0,,sin señal léxica,True
Ugx8FxDKPAY-M_JhRgd4AaABAg,n8iP75gIpmw,Quorum,UCi1b_TRQfgO1Z9O2gNGGWNA,1,6,1.1666666666666667,positivo,False
Ugx8vuWdqsWZslsS9R14AaABAg,WIUZtitfLRw,Quorum,UCvcu1kR8xMYy_I1Ty-2mV2Q,3,1,3.0,positivo,False
Ugx90cmhNaRBNDou1BR4AaABAg,OkXlHx0hx-8,Noticias Telemundo,UCBlm80VQ4YoV3bUJR_XhkaQ,6,1,1.0,positivo,False
Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaBaWPRQg7K,OkXlHx0hx-8,Noticias Telemundo,UCi2KiZq63sRq8Mfbcp-MelQ,6,0,,sin señal léxica,False
Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaCnVqXU5cy,OkXlHx0hx-8,Noticias Telemundo,UCBlm80VQ4YoV3bUJR_XhkaQ,6,1,-1.0,negativo,True
Ugx90cmhNaRBNDou1BR4AaABAg.AaA5Ej9IqgQAaCz3GqqPAJ,OkXlHx0hx-8,Noticias Telemundo,UCi2KiZq63sRq8Mfbcp-MelQ,6,0,,sin señal léxica,False
UgxCKgaQSm13r2z9hFd4AaABAg,j43HgwYFKfk,Quorum,UColMq7LmaoY3MT6aIDGrGvA,2,1,-2.0,negativo,False
UgxCT5F3jO763e2aO-t4AaABAg,OkXlHx0hx-8,Noticias Telemundo,UCat2qkYvqmtDNEmo2PVuhXw,6,0,,sin señal léxica,False
UgxCjFHfuFk1jUGvoIB4AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UCSTAUWVc1_82DHYeqOsqEFA,5,1,2.0,positivo,False
UgxD16VX3BhREOtsuhJ4AaABAg,yLZS3JiEBg8,Quorum,UCcFIBN-rtC3d3hXeuN5TfWw,3,3,1.3333333333333333,positivo,True
UgxDBhcq11EK83DqrSZ4AaABAg,j43HgwYFKfk,Quorum,UCV0lM03g5fg5pbPj97-sAtA,2,1,3.0,positivo,False
UgxDFo35bUo0APtZcd94AaABAg,lj983NWyAQY,Municipalidad de Guatemala,UC_ljZ1hZXR9pzexFz87P5ZA,5,2,-0.5,neutro,False
UgxEE17R1iQyuDZebVF4AaABAg,06mFNPU0aB8,Noti7,UCLXYp1Cvc5DLtq5UQL5D9vw,8,0,,sin señal léxica,False
UgxEE17R1iQyuDZebVF4AaABAg.A_UFk_pMAbMA_VZ_0Vdu89,06mFNPU0aB8,Noti7,UCfjhejO7LZy4doXURa7LZCQ,8,0,,sin señal léxica,False
UgxE_8DGgJmaHaV_WLJ4AaABAg,n8iP75gIpmw,Quorum,UCplrIQtaPj6au60_f2-mOYw,1,0,,sin señal léxica,False
UgxEsAK7q3l34wFdZ414AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCql1n3Ey6ULMSOACjMe-fxQ,4,1,3.0,positivo,False
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zKDdWQaaO,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCZFQwqh90apuL8eFhvRBkUg,4,3,0.0,neutro,True
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zMcZPgoSk,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCoGdCoJg2Lh0OX_jv6cG16g,4,2,2.0,positivo,False
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zX0eQk5DZ,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCyJhqmMbsvjpoarBBStA2kg,4,1,1.0,positivo,False
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zXHoAX3hj,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCyJhqmMbsvjpoarBBStA2kg,4,3,-0.6666666666666666,negativo,True
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_zXUuRIq0q,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCyJhqmMbsvjpoarBBStA2kg,4,1,1.0,positivo,True
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajA_znUL05zze,6W4u8sGEnGM,Gobierno de la República de Guatemala,UC63tFvbQ_hJhGDi2nbjssjw,4,2,-0.8333333333333333,negativo,False
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajAa0q77b9a3F,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCtCtts20bW6F9CSohau51Iw,4,3,1.0,positivo,True
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajAa0qEPC8tJc,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCtCtts20bW6F9CSohau51Iw,4,0,,sin señal léxica,False
UgxEsAK7q3l34wFdZ414AaABAg.A_zCnf5bSajAa41uU3Anhg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCWaRixDdpgllTBf4V0jPnKQ,4,2,-1.5,negativo,True
UgxFOJmnMHqi2dpDaZd4AaABAg,n8iP75gIpmw,Quorum,UCcfdg8crmMJwEuLUsAhV7yg,1,3,-0.3333333333333333,neutro,True
UgxFzCyhju6zPSl4zwZ4AaABAg,j43HgwYFKfk,Quorum,UC6Uj1FT5JjDSF8vudvDxPAA,2,1,1.0,positivo,False
UgxHqBlwo8Dpvv-2P5d4AaABAg,n8iP75gIpmw,Quorum,UCj-LL25XJnjxepPKCc3NGog,1,4,0.0,neutro,True
UgxJQfg5iHA6vRWS0El4AaABAg,j43HgwYFKfk,Quorum,UC1DpqK6vaPEkBOMNvypsKYg,2,4,0.0,neutro,True
UgxK5IJwWigmJ56Xp7p4AaABAg,ndAZjHqzzT8,Quorum,UCpsKOkt5iWTbenzeuq7dsmQ,3,1,1.0,positivo,False
UgxKfM_nJMsGTkKkM8V4AaABAg,n8iP75gIpmw,Quorum,UCDftMWXQoJ6nONfY7GVOVjg,1,3,-2.0,negativo,True
UgxLNf6Xy3xngPFLs594AaABAg,n8iP75gIpmw,Quorum,UCYwpX26TrCxq8TvbKGRYLXA,1,0,,sin señal léxica,False
UgxLSZD8ZrNFmd10RKR4AaABAg,n8iP75gIpmw,Quorum,UCUIIIPTVDVHAXqhC_5V6lPA,1,4,-0.5,neutro,True
UgxNSGVebHMGSFI8zX94AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCzZ6dDCEsLMXbc5pCFXIprw,4,3,-0.4444444444444445,neutro,False
UgxNgFkGSE6nct4PF3V4AaABAg,PjmxCj-a9Hg,Gobierno de la República de Guatemala,UCNIeXbV_mEwpa412h1aqUWw,7,0,,sin señal léxica,False
UgxOO0LIkZP1WvhR1U54AaABAg,ndAZjHqzzT8,Quorum,UC_6KbBY1bsYXz9fwFS0eQRg,3,0,,sin señal léxica,False
UgxPHo503SIH-EmlR-t4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCV3fr-YOixFKCZBbJP1-X4w,4,2,1.0,positivo,True
UgxPRaGm9MdlK4U6VPt4AaABAg,n8iP75gIpmw,Quorum,UCDQaQv0hr2SS_PO-CMEwVHg,1,2,1.0,positivo,True
UgxQC-ejR063rkAb1VB4AaABAg,yLZS3JiEBg8,Quorum,UCefAH1MbvADWUjE9WVcB9EQ,3,1,-1.0,negativo,True
UgxR0AXNH_3DGn-T1494AaABAg,n8iP75gIpmw,Quorum,UC72gBAtyb_VXQlYDcFrh6oQ,1,2,-1.5,negativo,True
UgxR1eqvFSEtPNShD8x4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCEHXl4VvvVpq-_4xC5tsbhg,4,0,,sin señal léxica,False
UgxS0pN-vg0fjeNSLeJ4AaABAg,6W4u8sGEnGM,Gobierno de la República de Guatemala,UCeQk-WfEA-cJRq4EKeE7TOw,4,3,1.0,positivo,False
UgxTjz0jSJkZW5dGnSp4AaABAg,n8iP75gIpmw,Quorum,UCkd9W714-947dEE6ZOEBATA,1,0,,sin señal léxica,False
UgxVUS-jkZU2DAjmNjR4AaABAg,n8iP75gIpmw,Quorum,UCljDbleJul41G1TzOjOZAVA,1,3,0.0,neutro,True
UgxW0ZnTohConSPgOpp4AaABAg,j43HgwYFKfk,Quorum,UCGGHbtfbbe0o68etrOf0qxw,2,0,,sin señal léxica,False
